76226	9	19.35	1	58
76225	12	21.5	1	58
76232	3	6.45	1	59
76231	6	12.9	1	59
76230	9	19.35	1	59
76229	12	21.5	1	59
76236	3	6.45	1	60
76235	6	12.9	1	60
76234	9	19.35	1	60
76233	12	21.5	1	60
76240	3	6.45	1	61
76239	6	12.9	1	61
76238	9	19.35	1	61
76237	12	21.5	1	61
76244	3	6.45	1	62
76243	6	12.9	1	62
76242	9	19.35	1	62
76241	12	21.5	1	62
76248	3	6.45	1	63
76247	6	12.9	1	63
76246	9	19.35	1	63
76245	12	21.5	1	63
76256	3	6.45	1	64
76255	6	12.9	1	64
76254	9	19.35	1	64
76253	12	21.5	1	64
76260	3	6.45	1	65
76259	6	12.9	1	65
76258	9	19.35	1	65
76257	12	21.5	1	65
76264	3	6.45	1	66
76263	6	12.9	1	66
76262	9	19.35	1	66
76261	12	21.5	1	66
76268	3	6.45	1	67
76267	6	12.9	1	67
76266	9	19.35	1	67
76265	12	21.5	1	67
76272	3	6.45	1	68
76271	6	12.9	1	68
76270	9	19.35	1	68
76269	12	21.5	1	68
76276	3	6.45	1	69
76275	6	12.9	1	69
76274	9	19.35	1	69
76273	12	21.5	1	69
76280	3	6.45	1	70
76279	6	12.9	1	70
76278	9	19.35	1	70
76277	12	21.5	1	70
76284	3	6.45	1	71
76283	6	12.9	1	71
76282	9	19.35	1	71
76281	12	21.5	1	71
76288	3	6.45	1	72
76287	6	12.9	1	72
76286	9	19.35	1	72
76285	12	21.5	1	72
76289	12	384.8	1	73
76293	3	169.09	1	74
76292	6	281.82	1	74
76291	9	375.76	1	74
76290	12	469.7	1	74
76297	3	164.3	1	75
76296	6	273.84	1	75
76295	9	365.12	1	75
76294	12	456.4	1	75
76301	3	458.89	1	76
76300	6	764.82	1	76
76299	9	1019.76	1	76
76298	12	1274.7	1	76
76305	3	102.13	1	77
76304	6	170.22	1	77
76303	9	226.96	1	77
76302	12	283.7	1	77
76309	3	353.02	1	78
76308	6	588.36	1	78
76307	9	784.48	1	78
76306	12	980.6	1	78
76313	3	202.68	1	79
76312	6	337.8	1	79
76311	9	450.4	1	79
76310	12	563.0	1	79
76317	3	697.68	1	80
76316	6	1162.8	1	80
76315	9	1550.4	1	80
76314	12	1938.0	1	80
76321	3	274.54	1	81
76320	6	457.56	1	81
76319	9	610.08	1	81
76318	12	762.6	1	81
76325	3	150.52	1	82
76324	6	250.86	1	82
76323	9	334.48	1	82
76322	12	418.1	1	82
76329	3	223.63	1	83
76328	6	372.72	1	83
76327	9	496.96	1	83
76326	12	621.2	1	83
76333	3	5.97	1	84
76332	6	11.94	1	84
76331	9	17.91	1	84
76330	12	19.9	1	84
76337	3	5.97	1	85
76336	6	11.94	1	85
76335	9	17.91	1	85
76334	12	19.9	1	85
76341	3	5.97	1	86
76340	6	11.94	1	86
76339	9	17.91	1	86
76338	12	19.9	1	86
76345	3	5.97	1	87
76344	6	11.94	1	87
76343	9	17.91	1	87
76342	12	19.9	1	87
76349	3	5.97	1	88
76348	6	11.94	1	88
76347	9	17.91	1	88
76346	12	19.9	1	88
76353	3	5.97	1	89
76352	6	11.94	1	89
76351	9	17.91	1	89
76350	12	19.9	1	89
76357	3	5.97	1	90
76356	6	11.94	1	90
76355	9	17.91	1	90
76354	12	19.9	1	90
76361	3	5.97	1	91
76360	6	11.94	1	91
76359	9	17.91	1	91
76358	12	19.9	1	91
76365	3	5.97	1	92
76364	6	11.94	1	92
76363	9	17.91	1	92
76362	12	19.9	1	92
76369	3	5.97	1	93
76368	6	11.94	1	93
76367	9	17.91	1	93
76366	12	19.9	1	93
76373	3	5.97	1	94
76372	6	11.94	1	94
76371	9	17.91	1	94
76370	12	19.9	1	94
76377	3	5.97	1	95
76376	6	11.94	1	95
76375	9	17.91	1	95
76374	12	19.9	1	95
76381	3	5.97	1	96
76380	6	11.94	1	96
76379	9	17.91	1	96
76378	12	19.9	1	96
76385	3	5.97	1	97
76384	6	11.94	1	97
76383	9	17.91	1	97
76382	12	19.9	1	97
76393	3	5.97	1	98
76392	6	11.94	1	98
76391	9	17.91	1	98
76390	12	19.9	1	98
76397	3	5.97	1	99
76396	6	11.94	1	99
76395	9	17.91	1	99
76394	12	19.9	1	99
76401	3	5.97	1	100
76400	6	11.94	1	100
76399	9	17.91	1	100
76398	12	19.9	1	100
76405	3	5.97	1	101
76404	6	11.94	1	101
76403	9	17.91	1	101
76402	12	19.9	1	101
76409	3	5.97	1	102
76408	6	11.94	1	102
76407	9	17.91	1	102
76406	12	19.9	1	102
76413	3	5.97	1	103
76412	6	11.94	1	103
76411	9	17.91	1	103
76410	12	19.9	1	103
76421	3	5.97	1	104
76420	6	11.94	1	104
76419	9	17.91	1	104
76418	12	19.9	1	104
76425	3	5.97	1	105
76424	6	11.94	1	105
76423	9	17.91	1	105
76422	12	19.9	1	105
76429	3	5.97	1	106
76428	6	11.94	1	106
76427	9	17.91	1	106
76426	12	19.9	1	106
76433	3	5.97	1	107
76432	6	11.94	1	107
76431	9	17.91	1	107
76430	12	19.9	1	107
76437	3	5.97	1	108
76436	6	11.94	1	108
76435	9	17.91	1	108
76434	12	19.9	1	108
76441	3	5.97	1	109
76440	6	11.94	1	109
76439	9	17.91	1	109
76438	12	19.9	1	109
76445	3	5.97	1	110
76444	6	11.94	1	110
76443	9	17.91	1	110
76442	12	19.9	1	110
76449	3	5.97	1	111
76448	6	11.94	1	111
76447	9	17.91	1	111
76446	12	19.9	1	111
76453	3	5.97	1	112
76452	6	11.94	1	112
76451	9	17.91	1	112
76450	12	19.9	1	112
76457	3	5.97	1	113
76456	6	11.94	1	113
76455	9	17.91	1	113
76454	12	19.9	1	113
76461	3	5.97	1	114
76460	6	11.94	1	114
76459	9	17.91	1	114
76458	12	19.9	1	114
76465	3	5.97	1	115
76464	6	11.94	1	115
76463	9	17.91	1	115
76462	12	19.9	1	115
76469	3	5.97	1	116
76468	6	11.94	1	116
76467	9	17.91	1	116
76466	12	19.9	1	116
76473	3	5.97	1	117
76472	6	11.94	1	117
76471	9	17.91	1	117
76470	12	19.9	1	117
76477	3	5.97	1	118
76476	6	11.94	1	118
76475	9	17.91	1	118
76474	12	19.9	1	118
76481	3	5.97	1	119
76480	6	11.94	1	119
76479	9	17.91	1	119
76478	12	19.9	1	119
76485	3	5.97	1	120
76484	6	11.94	1	120
76483	9	17.91	1	120
76482	12	19.9	1	120
76489	3	5.97	1	121
76488	6	11.94	1	121
76487	9	17.91	1	121
76486	12	19.9	1	121
76493	3	5.97	1	122
76492	6	11.94	1	122
76491	9	17.91	1	122
76490	12	19.9	1	122
76497	3	5.97	1	123
76496	6	11.94	1	123
76495	9	17.91	1	123
76494	12	19.9	1	123
76501	3	5.97	1	124
76500	6	11.94	1	124
76499	9	17.91	1	124
76498	12	19.9	1	124
76505	3	5.97	1	125
76504	6	11.94	1	125
76503	9	17.91	1	125
76502	12	19.9	1	125
76509	3	5.97	1	126
76508	6	11.94	1	126
76507	9	17.91	1	126
76506	12	19.9	1	126
76513	3	5.97	1	127
76512	6	11.94	1	127
76511	9	17.91	1	127
76510	12	19.9	1	127
76517	3	5.97	1	128
76516	6	11.94	1	128
76515	9	17.91	1	128
76514	12	19.9	1	128
76521	3	5.97	1	129
76520	6	11.94	1	129
76519	9	17.91	1	129
76518	12	19.9	1	129
76525	3	5.97	1	130
76524	6	11.94	1	130
76523	9	17.91	1	130
76522	12	19.9	1	130
76529	3	5.97	1	131
76528	6	11.94	1	131
76527	9	17.91	1	131
76526	12	19.9	1	131
76533	3	5.97	1	132
76532	6	11.94	1	132
76531	9	17.91	1	132
76530	12	19.9	1	132
76537	3	5.97	1	133
76536	6	11.94	1	133
76535	9	17.91	1	133
76534	12	19.9	1	133
76541	3	5.97	1	134
76540	6	11.94	1	134
76539	9	17.91	1	134
76538	12	19.9	1	134
76545	3	5.97	1	135
76544	6	11.94	1	135
76543	9	17.91	1	135
76542	12	19.9	1	135
76549	3	5.97	1	136
76548	6	11.94	1	136
76547	9	17.91	1	136
76546	12	19.9	1	136
76553	3	5.97	1	137
76552	6	11.94	1	137
76551	9	17.91	1	137
76550	12	19.9	1	137
76557	3	5.97	1	138
76556	6	11.94	1	138
76555	9	17.91	1	138
76554	12	19.9	1	138
76561	3	5.97	1	139
76560	6	11.94	1	139
76559	9	17.91	1	139
76558	12	19.9	1	139
76565	3	5.97	1	140
76564	6	11.94	1	140
76563	9	17.91	1	140
76562	12	19.9	1	140
76569	3	5.97	1	141
76568	6	11.94	1	141
76567	9	17.91	1	141
76566	12	19.9	1	141
76573	3	5.97	1	142
76572	6	11.94	1	142
76571	9	17.91	1	142
76570	12	19.9	1	142
76577	3	5.97	1	143
76576	6	11.94	1	143
76575	9	17.91	1	143
76574	12	19.9	1	143
76581	3	5.97	1	144
76580	6	11.94	1	144
76579	9	17.91	1	144
76578	12	19.9	1	144
76585	3	5.97	1	145
76584	6	11.94	1	145
76583	9	17.91	1	145
76582	12	19.9	1	145
76589	3	5.97	1	146
76588	6	11.94	1	146
76587	9	17.91	1	146
76586	12	19.9	1	146
76593	3	5.97	1	147
76592	6	11.94	1	147
76591	9	17.91	1	147
76590	12	19.9	1	147
76597	3	5.97	1	148
76596	6	11.94	1	148
76595	9	17.91	1	148
76594	12	19.9	1	148
76601	3	5.97	1	149
76600	6	11.94	1	149
76599	9	17.91	1	149
76598	12	19.9	1	149
76605	3	5.97	1	150
76604	6	11.94	1	150
76603	9	17.91	1	150
76602	12	19.9	1	150
76609	3	5.97	1	151
76608	6	11.94	1	151
76607	9	17.91	1	151
76606	12	19.9	1	151
76613	3	5.97	1	152
76612	6	11.94	1	152
76611	9	17.91	1	152
76610	12	19.9	1	152
76617	3	5.97	1	153
76616	6	11.94	1	153
76615	9	17.91	1	153
76614	12	19.9	1	153
76621	3	5.97	1	154
76620	6	11.94	1	154
76619	9	17.91	1	154
76618	12	19.9	1	154
76625	3	5.97	1	155
76624	6	11.94	1	155
76623	9	17.91	1	155
76622	12	19.9	1	155
76629	3	5.97	1	156
76628	6	11.94	1	156
76627	9	17.91	1	156
76626	12	19.9	1	156
76633	3	5.97	1	157
76632	6	11.94	1	157
76631	9	17.91	1	157
76630	12	19.9	1	157
76637	3	5.97	1	158
76636	6	11.94	1	158
76635	9	17.91	1	158
76634	12	19.9	1	158
76641	3	5.97	1	159
76640	6	11.94	1	159
76639	9	17.91	1	159
76638	12	19.9	1	159
76645	3	5.97	1	160
76644	6	11.94	1	160
76643	9	17.91	1	160
76642	12	19.9	1	160
76649	3	5.97	1	161
76648	6	11.94	1	161
76647	9	17.91	1	161
76646	12	19.9	1	161
76653	3	5.97	1	162
76652	6	11.94	1	162
76651	9	17.91	1	162
76650	12	19.9	1	162
76657	3	5.97	1	163
76656	6	11.94	1	163
76655	9	17.91	1	163
76654	12	19.9	1	163
76661	3	5.97	1	164
76660	6	11.94	1	164
76659	9	17.91	1	164
76658	12	19.9	1	164
76665	3	5.97	1	165
76664	6	11.94	1	165
76663	9	17.91	1	165
76662	12	19.9	1	165
76669	3	5.97	1	166
76668	6	11.94	1	166
76667	9	17.91	1	166
76666	12	19.9	1	166
76673	3	5.97	1	167
76672	6	11.94	1	167
76671	9	17.91	1	167
76670	12	19.9	1	167
76677	3	5.97	1	168
76676	6	11.94	1	168
76675	9	17.91	1	168
76674	12	19.9	1	168
673	3	5.82	1	169
672	6	11.64	1	169
671	9	17.46	1	169
670	12	19.4	1	169
76681	3	5.97	1	170
76680	6	11.94	1	170
76679	9	17.91	1	170
76678	12	19.9	1	170
76685	3	5.97	1	171
76684	6	11.94	1	171
76683	9	17.91	1	171
76682	12	19.9	1	171
76689	3	5.97	1	172
76688	6	11.94	1	172
76687	9	17.91	1	172
76686	12	19.9	1	172
76693	3	5.97	1	173
76692	6	11.94	1	173
76691	9	17.91	1	173
76690	12	19.9	1	173
76697	3	5.97	1	174
76696	6	11.94	1	174
76695	9	17.91	1	174
76694	12	19.9	1	174
76701	3	5.97	1	175
76700	6	11.94	1	175
76699	9	17.91	1	175
76698	12	19.9	1	175
76705	3	5.97	1	176
76704	6	11.94	1	176
76703	9	17.91	1	176
76702	12	19.9	1	176
76709	3	5.97	1	177
76708	6	11.94	1	177
76707	9	17.91	1	177
76706	12	19.9	1	177
76713	3	5.97	1	178
76712	6	11.94	1	178
76711	9	17.91	1	178
76710	12	19.9	1	178
76717	3	5.97	1	179
76716	6	11.94	1	179
76715	9	17.91	1	179
76714	12	19.9	1	179
76721	3	5.97	1	180
76720	6	11.94	1	180
76719	9	17.91	1	180
76718	12	19.9	1	180
76725	3	5.97	1	181
76724	6	11.94	1	181
76723	9	17.91	1	181
76722	12	19.9	1	181
76729	3	5.97	1	182
76728	6	11.94	1	182
76727	9	17.91	1	182
76726	12	19.9	1	182
76733	3	5.97	1	183
76732	6	11.94	1	183
76731	9	17.91	1	183
76730	12	19.9	1	183
76737	3	5.97	1	184
76736	6	11.94	1	184
76735	9	17.91	1	184
76734	12	19.9	1	184
76741	3	5.97	1	185
76740	6	11.94	1	185
76739	9	17.91	1	185
76738	12	19.9	1	185
76745	3	5.97	1	186
76744	6	11.94	1	186
76743	9	17.91	1	186
76742	12	19.9	1	186
76749	3	5.97	1	187
76748	6	11.94	1	187
76747	9	17.91	1	187
76746	12	19.9	1	187
76753	3	5.97	1	188
76752	6	11.94	1	188
76751	9	17.91	1	188
76750	12	19.9	1	188
76757	3	5.97	1	189
76756	6	11.94	1	189
76755	9	17.91	1	189
76754	12	19.9	1	189
76761	3	5.97	1	190
76760	6	11.94	1	190
76759	9	17.91	1	190
76758	12	19.9	1	190
76765	3	5.97	1	191
76764	6	11.94	1	191
76763	9	17.91	1	191
76762	12	19.9	1	191
76769	3	5.97	1	192
76768	6	11.94	1	192
76767	9	17.91	1	192
76766	12	19.9	1	192
76773	3	5.97	1	193
76772	6	11.94	1	193
76771	9	17.91	1	193
76770	12	19.9	1	193
76777	3	5.97	1	194
76776	6	11.94	1	194
76775	9	17.91	1	194
76774	12	19.9	1	194
76781	3	5.97	1	195
76780	6	11.94	1	195
76779	9	17.91	1	195
76778	12	19.9	1	195
76785	3	5.97	1	196
76784	6	11.94	1	196
76783	9	17.91	1	196
76782	12	19.9	1	196
76789	3	5.97	1	197
76788	6	11.94	1	197
76787	9	17.91	1	197
76786	12	19.9	1	197
76793	3	5.97	1	198
76792	6	11.94	1	198
76791	9	17.91	1	198
76790	12	19.9	1	198
76797	3	5.97	1	199
76796	6	11.94	1	199
76795	9	17.91	1	199
76794	12	19.9	1	199
76801	3	5.97	1	200
76800	6	11.94	1	200
76799	9	17.91	1	200
76798	12	19.9	1	200
76805	3	5.97	1	201
76804	6	11.94	1	201
76803	9	17.91	1	201
76802	12	19.9	1	201
76809	3	5.97	1	202
76808	6	11.94	1	202
76807	9	17.91	1	202
76806	12	19.9	1	202
76813	3	5.97	1	203
76812	6	11.94	1	203
76811	9	17.91	1	203
76810	12	19.9	1	203
76817	3	5.97	1	204
76816	6	11.94	1	204
76815	9	17.91	1	204
76814	12	19.9	1	204
76821	3	5.97	1	205
76820	6	11.94	1	205
76819	9	17.91	1	205
76818	12	19.9	1	205
76825	3	5.97	1	206
76824	6	11.94	1	206
76823	9	17.91	1	206
76822	12	19.9	1	206
76829	3	5.97	1	207
76828	6	11.94	1	207
76827	9	17.91	1	207
76826	12	19.9	1	207
76833	3	5.97	1	208
76832	6	11.94	1	208
76831	9	17.91	1	208
76830	12	19.9	1	208
76837	3	5.97	1	209
76836	6	11.94	1	209
76835	9	17.91	1	209
76834	12	19.9	1	209
76841	3	5.97	1	210
76840	6	11.94	1	210
76839	9	17.91	1	210
76838	12	19.9	1	210
76845	3	5.97	1	211
76844	6	11.94	1	211
76843	9	17.91	1	211
76842	12	19.9	1	211
76849	3	5.97	1	212
76848	6	11.94	1	212
76847	9	17.91	1	212
76846	12	19.9	1	212
76853	3	5.97	1	213
76852	6	11.94	1	213
76851	9	17.91	1	213
76850	12	19.9	1	213
76857	3	5.97	1	214
76856	6	11.94	1	214
76855	9	17.91	1	214
76854	12	19.9	1	214
76861	3	5.97	1	215
76860	6	11.94	1	215
76859	9	17.91	1	215
76858	12	19.9	1	215
76865	3	5.97	1	216
76864	6	11.94	1	216
76863	9	17.91	1	216
76862	12	19.9	1	216
76869	3	5.97	1	217
76868	6	11.94	1	217
76867	9	17.91	1	217
76866	12	19.9	1	217
76873	3	5.97	1	218
76872	6	11.94	1	218
76871	9	17.91	1	218
76870	12	19.9	1	218
76877	3	5.97	1	219
76876	6	11.94	1	219
76875	9	17.91	1	219
76874	12	19.9	1	219
76881	3	5.97	1	220
76880	6	11.94	1	220
76879	9	17.91	1	220
76878	12	19.9	1	220
76885	3	5.97	1	221
76884	6	11.94	1	221
76883	9	17.91	1	221
76882	12	19.9	1	221
76889	3	5.97	1	222
76888	6	11.94	1	222
76887	9	17.91	1	222
76886	12	19.9	1	222
76893	3	5.97	1	223
76892	6	11.94	1	223
76891	9	17.91	1	223
76890	12	19.9	1	223
76897	3	5.97	1	224
76896	6	11.94	1	224
76895	9	17.91	1	224
76894	12	19.9	1	224
76901	3	5.97	1	225
76900	6	11.94	1	225
76899	9	17.91	1	225
76898	12	19.9	1	225
76905	3	5.97	1	226
76904	6	11.94	1	226
76903	9	17.91	1	226
76902	12	19.9	1	226
76909	3	5.97	1	227
76908	6	11.94	1	227
76907	9	17.91	1	227
76906	12	19.9	1	227
76913	3	5.97	1	228
76912	6	11.94	1	228
76911	9	17.91	1	228
76910	12	19.9	1	228
76917	3	5.97	1	229
76916	6	11.94	1	229
76915	9	17.91	1	229
76914	12	19.9	1	229
76921	3	5.97	1	230
76920	6	11.94	1	230
76919	9	17.91	1	230
76918	12	19.9	1	230
76925	3	5.97	1	231
76924	6	11.94	1	231
76923	9	17.91	1	231
76922	12	19.9	1	231
76929	3	5.97	1	232
76928	6	11.94	1	232
76927	9	17.91	1	232
76926	12	19.9	1	232
76933	3	5.97	1	233
76932	6	11.94	1	233
76931	9	17.91	1	233
76930	12	19.9	1	233
76937	3	5.97	1	234
76936	6	11.94	1	234
76935	9	17.91	1	234
76934	12	19.9	1	234
76941	3	5.97	1	235
76940	6	11.94	1	235
76939	9	17.91	1	235
76938	12	19.9	1	235
76945	3	5.97	1	236
76944	6	11.94	1	236
76943	9	17.91	1	236
76942	12	19.9	1	236
76949	3	5.97	1	237
76948	6	11.94	1	237
76947	9	17.91	1	237
76946	12	19.9	1	237
76953	3	5.97	1	238
76952	6	11.94	1	238
76951	9	17.91	1	238
76950	12	19.9	1	238
76957	3	5.97	1	239
76956	6	11.94	1	239
76955	9	17.91	1	239
76954	12	19.9	1	239
76961	3	5.97	1	240
76960	6	11.94	1	240
76959	9	17.91	1	240
76958	12	19.9	1	240
76965	3	5.97	1	241
76964	6	11.94	1	241
76963	9	17.91	1	241
76962	12	19.9	1	241
76969	3	5.97	1	242
76968	6	11.94	1	242
76967	9	17.91	1	242
76966	12	19.9	1	242
76973	3	5.97	1	243
76972	6	11.94	1	243
76971	9	17.91	1	243
76970	12	19.9	1	243
76977	3	5.97	1	244
76976	6	11.94	1	244
76975	9	17.91	1	244
76974	12	19.9	1	244
76981	3	5.97	1	245
76980	6	11.94	1	245
76979	9	17.91	1	245
76978	12	19.9	1	245
76985	3	5.97	1	246
76984	6	11.94	1	246
76983	9	17.91	1	246
76982	12	19.9	1	246
76989	3	5.97	1	247
76988	6	11.94	1	247
76987	9	17.91	1	247
76986	12	19.9	1	247
76993	3	5.97	1	248
76992	6	11.94	1	248
76991	9	17.91	1	248
76990	12	19.9	1	248
76997	3	5.97	1	249
76996	6	11.94	1	249
76995	9	17.91	1	249
76994	12	19.9	1	249
77001	3	5.97	1	250
77000	6	11.94	1	250
76999	9	17.91	1	250
76998	12	19.9	1	250
77005	3	5.97	1	251
77004	6	11.94	1	251
77003	9	17.91	1	251
77002	12	19.9	1	251
77009	3	5.97	1	252
77008	6	11.94	1	252
77007	9	17.91	1	252
77006	12	19.9	1	252
77013	3	5.97	1	253
77012	6	11.94	1	253
77011	9	17.91	1	253
77010	12	19.9	1	253
77017	3	5.97	1	254
77016	6	11.94	1	254
77015	9	17.91	1	254
77014	12	19.9	1	254
77021	3	5.97	1	255
77020	6	11.94	1	255
77019	9	17.91	1	255
77018	12	19.9	1	255
77025	3	5.97	1	256
77024	6	11.94	1	256
77023	9	17.91	1	256
77022	12	19.9	1	256
77029	3	5.97	1	257
77028	6	11.94	1	257
77027	9	17.91	1	257
77026	12	19.9	1	257
77033	3	5.97	1	258
77032	6	11.94	1	258
77031	9	17.91	1	258
77030	12	19.9	1	258
77037	3	5.97	1	259
77036	6	11.94	1	259
77035	9	17.91	1	259
77034	12	19.9	1	259
77041	3	5.97	1	260
77040	6	11.94	1	260
77039	9	17.91	1	260
77038	12	19.9	1	260
77045	3	5.97	1	261
77044	6	11.94	1	261
77043	9	17.91	1	261
77042	12	19.9	1	261
77049	3	5.97	1	262
77048	6	11.94	1	262
77047	9	17.91	1	262
77046	12	19.9	1	262
77053	3	5.97	1	263
77052	6	11.94	1	263
77051	9	17.91	1	263
77050	12	19.9	1	263
77057	3	5.97	1	264
77056	6	11.94	1	264
77055	9	17.91	1	264
77054	12	19.9	1	264
77061	3	5.97	1	265
77060	6	11.94	1	265
77059	9	17.91	1	265
77058	12	19.9	1	265
77065	3	5.97	1	266
77064	6	11.94	1	266
77063	9	17.91	1	266
77062	12	19.9	1	266
77069	3	5.97	1	267
77068	6	11.94	1	267
77067	9	17.91	1	267
77066	12	19.9	1	267
77073	3	5.97	1	268
77072	6	11.94	1	268
77071	9	17.91	1	268
77070	12	19.9	1	268
77077	3	5.97	1	269
77076	6	11.94	1	269
77075	9	17.91	1	269
77074	12	19.9	1	269
77081	3	5.97	1	270
77080	6	11.94	1	270
77079	9	17.91	1	270
